userid,2157-03,2157-04,2157-05,2157-06,2157-07,2157-08,2157-09,2157-10,2157-11,2157-12,2158-01,2158-02,2158-03,2158-06,2158-08
32038,,,,,,21.478371,21.813155,21.367713,21.423644,21.423987,21.606939,,,,
32039,,,,,,,,,0.0,0.0,0.0,,,,
32040,,,,,,20.939016,60.450151,59.22468,58.288412,56.512901,56.03888,38.987871,,,
32041,,,,,,65.445644,65.973948,43.641991,60.642163,,,,,,
32042,,,,,,,,,,,21.253254,20.475751,,,
32043,,,,,,,,,20.447256,20.441274,20.441274,20.441274,,,
32044,,,,,,15.496602,19.051594,,,,,,,,
32045,,,,,,,,0.0,0.0,,,,,,
32046,,,,,,,,,22.029616,0.0,,,,,
32047,,,,,,0.0,,,21.581188,21.58277,,16.916298,,,
32048,,,,,,,0.0,0.0,0.0,,,,,,
32049,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
32050,,,,,,,19.991073,35.421239,17.847618,,,,,,
32051,,,,,,54.321873,52.50117,48.206907,0.0,,,,,,
32052,,,,,,,21.530678,41.511167,,0.0,,,,,
32053,,,,,,,,18.884784,18.552453,19.030687,,,,,
32054,,,,,,34.563194,17.297448,34.591035,34.379382,17.392853,34.358679,17.157426,,,
32055,,,,,,,38.340364,51.408725,38.077821,49.552179,37.375259,49.461113,51.869592,,
32056,,,,,,,18.777743,19.47089,36.344391,,,,,,
32057,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,
32058,,,,,,,,18.432226,18.717022,,,,,,
32059,,,,,,,,,21.403267,,16.517938,,,,
32060,,,,,,0.0,,,,,,,,,
32061,,,,,,,19.8466,19.852381,21.360708,21.393786,20.253668,,,,
32062,,,,,,0.0,55.641697,56.541703,34.154532,,,,,,
32063,,,,,,,,,18.29024,19.023443,19.136099,18.214028,19.136099,,
32064,,,,,,,,,,,17.709559,,,,
32065,,,,,,39.375099,53.945879,58.964255,,,,,,,
32066,,,,,,,,,20.192528,,20.061086,,,,
32067,,,,,,-19.62039,19.90209,34.965318,42.470164,42.30364,20.926605,,,,
32068,,,,,,,,19.055195,18.021242,18.475411,17.855812,17.844955,,,
32069,,,,,,,,20.81052,,,,,,,
32070,,,,,,19.558146,81.204805,78.298319,80.989801,60.104481,,,,,
32071,,,,,,,15.073607,,,,,,,,
32072,,,,,,19.732371,20.536522,17.738603,,,,,,,
32073,,,,,,18.260442,55.559079,56.916132,57.140093,54.168496,18.484041,,,,
32074,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
32075,,,,,,,,,21.542219,,20.849936,,20.990958,,
32076,,,,,,,,,20.010491,19.971271,19.971271,,,,
32077,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,
32078,,,,,,,,,,0.0,19.470725,36.792474,,,
32079,,,,,,,,,,,19.941842,19.968045,,,
32080,,,,,,,0.0,0.0,0.0,,,,,,
32081,,,,,,,,,,20.165521,19.755736,18.154636,,,
32082,,,,,,,21.087068,23.683202,21.044565,,,,,,
32083,,,,,,19.230193,21.570827,21.577119,39.543027,59.280982,,,,,
32084,,,,,,,,19.975747,20.233527,,,,,,
32085,,,,,,,21.138307,21.797721,19.200849,,,,,,
32086,,,,,,,,0.0,,,20.507694,,,,
32087,,,,,,,,10.819219,37.108495,,,,,,
32088,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
32089,,,,,,19.142042,18.833603,18.727149,,,,,,,
32090,,,,,,,,37.432548,58.904181,79.017383,79.777632,78.973407,38.875799,,
32091,,,,,,,38.691078,60.577482,58.483451,,,,,,
32092,,,,,,20.912618,40.070241,39.769286,39.408848,40.593052,38.84658,20.039,,,
32093,,,,,,,,,,,21.131401,,,,
32094,,,,,,,19.38926,19.042973,20.221044,0.0,,,,,
32095,,,,,,21.010247,20.030895,41.658413,20.654368,,,21.431419,,,
32096,,,,,,,,,,,19.50673,,,,
32097,,,,,,,,,,,60.146638,,,,
32098,,,,,,,36.24516,36.882796,36.098447,68.608901,67.652041,52.483681,,,
32099,,,,,,,,,0.0,,,,,,
32100,,,,,,38.815907,41.301161,58.478504,20.160457,,,,,,
32101,,,,,,16.632935,36.289909,35.474445,35.27743,35.244168,,,,,
32103,,,,,,,,,19.103065,19.317344,19.427612,,,,
32104,,,,,,14.91825,14.934394,14.927906,0.0,,,,,,
32105,,,,,,21.88005,41.130501,41.114895,,,,,,,
32106,,,,,,0.0,21.555659,21.216463,,,,,,,
32107,,,,,,,18.074217,18.234011,17.498798,15.526177,36.907931,,,,
32108,,,,,,,17.773064,18.607997,,,,,,,
32109,,,,,,,16.45129,39.851884,38.831764,54.81921,62.29073,39.761814,,,
32110,,,,,,,18.758755,20.672033,16.850882,,,,,,
32111,,,,,,,,,,,40.612538,40.720469,42.381649,,
32112,,,,,,,,18.50939,20.587537,15.497129,,,,,
32113,,,,,,,19.863396,19.890702,19.790947,20.09933,20.047787,20.225973,16.808775,,
32114,,,,,,21.052337,16.781322,36.250407,,,,,,,
32116,,,,,,,15.238495,16.88373,17.89026,,,,,,
32118,,,,,,,18.267346,18.06016,18.335509,16.842236,19.346111,0.0,18.21735,,
32119,,,,,,18.0848,17.780585,17.780585,18.26433,19.299384,17.953067,19.627371,0.0,,
32120,,,,,,,35.359739,18.332002,15.913412,33.566007,52.392514,,,,
32121,,,,,,0.0,20.462853,58.43331,37.941804,59.525063,58.85626,55.731291,0.0,,
32122,,,,,,,,0.0,0.0,0.0,0.0,,,,
32124,,,,,,20.58034,20.561676,20.494886,0.0,,,,,,
32125,,,,,,,19.935902,18.444334,,,,,,,
32126,,,,,,,0.0,17.621489,56.5704,36.443317,,,,,
32127,,,,,,,,,19.066414,15.142957,15.692955,18.738013,18.404423,,
32128,,,,,,19.05498,0.0,18.93507,19.055829,38.409047,40.282743,0.0,,,
32130,,,,,,,0.0,20.214217,20.241299,19.486577,,,,,
32131,,,,,,,18.297401,,,,,,,,
32132,,,,,,,19.998113,40.099808,39.762529,57.974826,,19.024521,,,
32133,,,,,,,,,,,0.0,,,,
32134,,,,,,,,0.0,0.0,,,,,,
32135,,,,,,,,16.851878,,19.994585,16.981918,,16.817199,,
32136,,,,,,,,,20.766108,,,,,,
32137,,,,,,,16.916213,17.386349,17.474008,16.392285,,,,,
32138,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,
32139,,,,,,,0.0,0.0,0.0,,,,,,
32140,,,,,,36.966012,75.105059,78.652825,76.071632,74.478083,38.51971,,,,
32141,,,,,,21.660554,,21.895075,,21.667154,21.566123,,21.206344,,
32142,,,,,,,,,,,19.460445,,,,
32143,,,,,,,,,19.051012,,,,,,
32145,,,,,,0.0,35.850197,36.446183,35.79355,35.645025,,,,,
32146,,,,,,,,,0.0,0.0,0.0,,,,
32147,,,,,,20.441274,40.291732,55.570391,,,,,,,
32148,,,,,,17.456457,51.090073,52.340405,36.7378,,,,,,
32149,,,,,,,20.006138,18.493361,18.248115,20.160927,20.153592,20.153592,,,
32150,,,,,,20.441024,41.640467,39.564153,21.139421,,,,,,
32151,,,,,,,0.0,20.450482,0.0,20.443771,,,,,
32152,,,,,,,19.520815,19.513499,19.527674,,,,,,
32153,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
32155,,,,,,,,19.090588,20.314076,,,,,,
32157,,,,,,20.138715,20.348816,39.565156,19.971323,19.466659,,,,,
32158,,,,,,,,0.0,41.204686,36.626036,0.0,,,,
32159,,,,,,,0.0,0.0,42.234016,60.682768,,,,,
32160,,,,,,,,,,,,20.227293,,,
32161,,,,,,20.630938,56.935411,59.294097,39.672948,,,,,,
32162,,,,,,,37.020946,36.904563,37.134064,35.455594,38.451441,17.426614,,,
32163,,,,,,20.134842,37.389408,38.720298,39.011561,38.728991,19.119718,,,,
32164,,,,,,,17.300458,17.112723,0.0,,,0.0,,,
32165,,,,,,,,90.061705,108.336995,,,,,,
32166,,,,,,,0.0,0.0,0.0,0.0,20.611185,17.301383,17.393116,,
32167,,,,,,17.038588,19.064435,19.047955,18.361833,19.459778,,,,,
32168,,,,,,,,,17.204966,,,,,,
32169,,,,,,,,,22.086212,,,,,,
32170,,,,,,38.521743,53.667264,54.457213,40.477696,,,,,,
32171,,,,,,,,0.0,0.0,0.0,,,,,
32172,,,,,,,,0.0,,,,,,,
32173,,,,,,0.0,,19.347504,,,,,,,
32174,,,,,,,18.559363,18.550219,17.417914,17.496948,,,,,
32175,,,,,,,62.738432,40.569755,61.31844,62.283261,62.80363,39.765163,,,
32176,,,,,,,,,17.754863,18.411384,18.510468,,,,
32177,,,,,,,17.204012,16.099429,0.0,36.492497,36.382213,36.295062,15.590044,,
32178,,,,,,,18.900394,50.863767,51.745571,32.647981,,,,,
32179,,,,,,,19.945111,37.633425,58.719388,75.519235,20.625188,17.937062,14.552818,,
32180,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
32181,,,,,,,,,19.460445,19.460445,17.664276,,,,
32182,,,,,,,0.0,0.0,,,,,,,
32183,,,,,,,0.0,0.0,19.971471,0.0,0.0,,,,
32184,,,,,,,,0.0,0.0,0.0,,,,,
32185,,,,,,,19.287939,19.619509,20.363245,,,,,,
32187,,,,,,,,,17.641992,,,,,,
32188,,,,,,,,,,19.863895,0.0,,,,
32189,,,,,,,,,40.692737,40.8906,41.050541,20.81813,,,
32190,,,,,,,,,,19.41475,,,,,
32191,,,,,,,20.759728,20.759728,20.779531,20.759728,,,,,
32192,,,,,,,16.763977,17.698303,14.891928,17.891909,15.208277,,,,
32193,,,,,,,0.0,20.563492,0.0,,,,,,
32195,,,,,,59.364277,39.587353,37.745827,,,,,,,
32196,,,,,,,,,18.457143,,,,,,
32197,,,,,,20.318267,42.493605,42.135244,21.838985,,,,,,
32198,,,,,,,19.069129,16.354675,17.615643,37.171262,,,,,
32200,,,,,,17.312468,36.62802,40.333253,38.137603,37.262292,38.201881,34.350833,,,
32201,,,,,,0.0,54.42746,61.466942,58.463245,58.143995,16.305404,,,,
32202,,,,,,,0.0,0.0,19.280313,,,,,,
32203,,,,,,19.375381,59.546409,38.711498,,,,,,,
32204,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,
32205,,,,,,,20.160463,21.852791,,,,,,,
32206,,,,,,,22.287311,20.821528,22.219496,0.0,22.616925,22.629273,,,
32207,,,,,,,,19.265103,,,,,,,
32208,,,,,,,,,0.0,,,,,,
32209,,,,,,,19.971271,19.971271,19.967463,,,,,,
32210,,,,,,19.971271,19.971271,19.971271,,,,,,,
32211,,,,,,0.0,57.982312,58.590813,,,,,,,
32212,,,,,,,19.83136,19.882846,,,,,,,
32213,,,,,,,20.030671,19.376665,17.920906,18.488157,18.174478,17.505814,,,
32214,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
32215,,,,,,,,18.240659,,,,,,,
32217,,,,,,0.0,0.0,20.145896,20.153259,18.400678,18.873224,37.65368,,,
32218,,,,,,,58.865264,77.584121,75.004861,94.562633,73.335906,36.713955,,,
32219,,,,,,,,18.629843,18.329206,,,,,,
32220,,,,,,,19.827534,,18.371417,,,,,,
32221,,,,,,15.095603,70.580462,68.263517,59.923827,,,,,,
32222,,,,,,38.440876,90.530742,91.148677,88.572029,72.358949,71.654389,,,,
32223,,,,,,,,0.0,41.593489,,,,,,
32224,,,,,,,41.858947,42.125371,42.326215,,,,,,
32225,,,,,,16.052626,36.199758,31.822189,,,,,,,
32226,,,,,,,,,39.511523,,,,,,
32227,,,,,,,0.0,0.0,0.0,0.0,20.156006,,,,
32228,,,,,,19.732371,20.536522,17.738603,,,,,,,
32229,,,,,,,,,0.0,19.131478,0.0,,,,
32230,,,,,,18.477747,37.760199,55.674221,36.196974,,,,,,
32231,,,,,,,0.0,20.065671,0.0,0.0,0.0,0.0,,,
32232,,,,,,,,,20.820288,,,,,,
32233,,,,,,,19.462343,19.794844,19.212595,20.324642,18.045806,19.438029,,,
32234,,,,,,,,,,,20.858532,40.82014,82.305494,,
32235,,,,,,,17.883861,37.093449,16.942271,,,,,,
32236,,,,,,,,,,0.0,0.0,0.0,0.0,,
32237,,,,,,,,18.004629,,,0.0,,,,
32238,,,,,,,19.426909,20.301822,19.433118,18.226265,18.21705,19.819443,,,
32239,,,,,,,,0.0,0.0,0.0,0.0,,,,
32240,,,,,,,20.157511,19.93415,,,,,,,
32241,,,,,,,,20.566681,19.36429,20.566681,,,,,
32242,,,,,,,,18.306214,18.966913,,,,,,
32243,,,,,,,,,20.326723,,,,,,
32244,,,,,,,41.215297,78.442811,56.803949,57.158315,96.446007,95.607739,,,
32245,,,,,,,35.118515,16.992395,17.927598,18.968294,,,,,
32246,,,,,,,,18.796578,19.053238,18.441254,19.052792,18.663699,,,
32247,,,,,,,,,0.0,18.13665,,,,,
32249,,,,,,,19.905133,0.0,19.278123,,,,,,
32250,,,,,,,0.0,0.0,0.0,,,,0.0,,
32252,,,,,,,0.0,0.0,,,,,,,
32253,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,
32254,,,,,,,17.082058,19.097148,18.487522,,,,,,
32255,,,,,,18.763959,39.603971,39.974266,21.044763,,,,,,
32256,,,,,,,,37.185967,39.546825,74.755547,72.65505,,,,
32258,,,,,,,,0.0,17.538577,20.383182,0.0,,0.0,,
32260,,,,,,,,,,19.483217,19.458476,,,,
32261,,,,,,,58.916352,53.816908,58.821191,12.552693,,,,,
32262,,,,,,17.207887,37.178335,37.659872,37.880851,36.241224,,,,,
32263,,,,,,0.0,0.0,0.0,0.0,,,,,,
32264,,,,,,,37.782094,20.003157,20.441274,,,,,,
32266,,,,,,38.829036,58.207526,58.725337,18.228724,,,,,,
32268,,,,,,,16.288135,18.767124,16.269509,,,,,,
32269,,,,,,,,,20.5792,,,,,,
32270,,,,,,,18.11083,0.0,22.410022,,,,,,
32272,,,,,,,,,19.373797,,,,,,
32273,,,,,,,,,19.324041,19.264698,16.712041,,,,
32274,,,,,,,18.016521,,19.321489,,,,,,
32275,,,,,,,,18.879668,,,,,,,
32276,,,,,,,,,,,56.699421,20.096004,,,
32277,,,,,,,,,,8.928481,,,,,
32278,,,,,,0.0,,0.0,,,,,,,
32279,,,,,,,61.572234,59.641674,57.530781,56.149004,58.096755,39.208627,38.375836,,
32280,,,,,,,,,20.31405,,,16.338318,,,
32281,,,,,,,,,0.0,0.0,,,0.0,,
32282,,,,,,,,,,20.804441,17.209155,,,,
32283,,,,,,0.0,38.248728,37.820333,39.867417,56.053072,,,,,
32284,,,,,,19.025144,20.010578,18.976256,19.455818,20.164493,17.729122,,,,
32285,,,,,,17.729687,19.274095,35.585904,32.144117,36.449985,30.294763,35.641273,,,
32286,,,,,,,19.100708,19.276422,20.27384,17.864746,19.177383,,,,
32287,,,,,,,,19.455399,,,,,,,
32288,,,,,,,,,,55.297865,0.0,,,,
32289,,,,,,,18.775795,15.323193,18.796371,,,,,,
32290,,,,,,17.332317,36.934114,34.355157,34.22904,,,,,,
32291,,,,,,,34.204522,36.188316,37.780122,35.855118,38.904168,,,,
32292,,,,,,18.019356,37.912463,36.409745,57.27175,33.174784,51.347898,36.248371,,,
32293,,,,,,19.732371,20.536522,17.738603,,,,,,,
32294,,,,,,19.04608,80.914342,80.661402,82.041462,81.338082,79.841932,,,,
32296,,,,,,,19.215631,19.181062,19.531009,,,,,,
32298,,,,,,0.0,16.754193,17.121991,16.388839,,,,,,
32299,,,,,,,,,18.053104,,,,,,
32300,,,,,,,18.345022,,17.483945,,,,,,
32301,,,,,,,20.327908,19.677774,19.430673,20.021133,19.704583,18.565541,,,
32302,,,,,,,17.809039,19.516901,19.810891,0.0,,,,,
32303,,,,,,,21.04559,21.045727,0.0,,,,,,
32304,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,
32305,,,,,,,,,57.454558,15.422292,,,,,
32306,,,,,,,,,21.401678,,21.230853,,,,
32307,,,,,,,19.054255,19.049967,19.049967,19.059962,19.05498,19.130087,,,
32308,,,,,,,,,21.588677,,,,,,
32309,,,,,,,0.0,0.0,0.0,,,,,,
32310,,,,,,,,19.059301,,,,,,,
32311,,,,,,,,,18.492835,,,,,,
32312,,,,,,,21.191505,20.30332,21.711429,19.475659,21.119078,21.151838,20.191711,,
32313,,,,,,,,,,,20.434978,,,,
32314,,,,,,15.559197,35.751767,33.850146,35.142519,33.082603,27.861807,16.704674,0.0,,
32315,,,,,,0.0,35.32668,32.340141,56.376086,56.251131,60.798794,60.925752,35.577182,,
32316,,,,,,,,,,,19.033245,,,,
32317,,,,,,,,,,0.0,,,,,
32318,,,,,,,,18.552585,30.770909,,,,,,
32319,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
32320,,,,,,,18.633241,21.180288,21.676267,,,,,,
32321,,,,,,,18.2299,16.820614,18.379113,,,,,,
32322,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,
32323,,,,,,19.467093,36.776495,36.201124,36.422281,36.333226,36.069715,20.741851,0.0,,
32324,,,,,,19.126337,19.191807,19.242633,,,,,,,
32325,,,,,,20.910309,41.480885,41.521489,37.450653,40.987386,,,,,
32326,,,,,,19.80942,39.017062,37.894502,37.421223,18.740618,,,,,
32328,,,,,,,,,0.0,,,,,,
32329,,,,,,17.532362,17.53071,20.459482,,,,,,,
32330,,,,,,,,19.133139,,,,,,,
32331,,,,,,,21.239621,21.543976,21.714211,20.279454,21.48564,,,,
32332,,,,,,,15.833726,15.581534,,,,,,,
32333,,,,,,19.376095,19.333456,20.453628,0.0,,,,,,
32334,,,,,,,19.825539,20.467164,17.367526,,,,,,
32335,,,,,,19.405637,19.53403,19.460445,,,,,,,
32336,,,,,,,19.253372,35.532044,36.165883,,,,,,
32337,,,,,,,,20.333596,19.773064,,,,,,
32338,,,,,,,0.0,0.0,0.0,,,,,,
32339,,,,,,,,,0.0,0.0,,,,,
32340,,,,,,,,,38.377445,20.096992,40.360887,38.401961,19.057257,,
32341,,,,,,,18.0922,92.77328,38.591037,36.48754,,,,,
32342,,,,,,,0.0,15.548422,15.942939,0.0,17.732486,0.0,,,
32343,,,,,,,,20.632539,20.25611,20.295557,,,,,
32344,,,,,,,,,57.190309,77.293899,80.320388,57.804052,18.552089,,
32345,,,,,,0.0,0.0,19.620061,19.65125,19.710438,,,,,
32346,,,,,,,,,,18.791828,19.861009,19.48595,19.497098,,
32347,,,,,,,,18.406328,17.55406,14.914173,15.217601,0.0,,,
32348,,,,,,,,,,21.166386,21.115151,,,,
32349,,,,,,19.739533,90.144627,75.961224,56.147166,,,,,,
32350,,,,,,,,,21.035241,,,,,,
32351,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
32352,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
32353,,,,,,19.47894,0.0,19.753115,0.0,39.899024,15.737802,20.438144,,,
32354,,,,,,,,,41.560554,,,,,,
32355,,,,,,,15.479429,17.668686,18.048764,18.601873,16.846522,,,,
32356,,,,,,18.440034,18.317107,15.813603,0.0,,,,,,
32357,,,,,,57.63144,57.18965,56.778371,,,,,,,
32358,,,,,,,,,,20.671393,,,,,
32359,,,,,,,,,,,,15.352205,,,
32360,,,,,,,20.792902,19.757399,20.740014,20.427984,,20.353904,,,
32361,,,,,,,,0.0,0.0,,,,,,
32362,,,,,,,20.896809,19.890616,21.128544,19.831861,,,,,
32363,,,,,,,0.0,0.0,0.0,0.0,,,,,
32364,,,,,,,16.57935,36.841436,20.432133,,,,,,
32365,,,,,,,,,0.0,19.091452,20.122885,,,,
32366,,,,,,,38.314737,37.466428,34.9516,,,,,,
32367,,,,,,,19.460445,19.457106,,,,,,,
32368,,,,,,0.0,41.178156,40.318351,40.542418,38.953323,,,,,
32370,,,,,,0.0,20.795167,19.167634,20.320429,,,,,,
32372,,,,,,,,,37.032019,55.728106,54.633841,37.495966,17.880307,,
32373,,,,,,0.0,39.614037,20.153592,37.712686,32.769562,38.0938,,,,
32374,,,,,,,,,,21.934544,,,,,
32375,,,,,,,20.443272,20.664418,20.441274,,20.446262,16.976818,,,
32376,,,,,,,,20.700649,,,,,,,
32377,,,,,,,0.0,0.0,0.0,,,,,,
32378,,,,,,,38.524499,36.918051,38.862055,,,,,,
32379,,,,,,,37.676865,0.0,17.694607,,,,,,
32380,,,,,,,35.266977,37.268522,36.28631,37.840478,36.119874,37.318282,,,
32381,,,,,,20.855038,83.123869,61.801639,80.089749,,,,,,
32382,,,,,,20.542237,99.80353,99.246026,61.87489,95.12356,98.54479,77.641684,0.0,,
32383,,,,,,,82.16703,81.148732,81.844792,,,,,,
32385,,,,,,,,,35.177504,36.786267,,,,,
32386,,,,,,,39.770375,39.902282,40.124268,41.865141,42.986893,,,,
32387,,,,,,,,,,,19.971271,,,,
32388,,,,,,20.025761,39.157279,36.961912,38.391338,39.157279,36.848845,37.281426,,,
32389,,,,,,,,,,40.019981,20.425683,,,,
32390,,,,,,,18.193461,18.771768,19.060027,18.945489,0.0,19.343907,,,
32391,,,,,,,20.95746,20.709869,20.68422,20.706095,,,,,
32392,,,,,,,,77.595342,99.608839,42.380264,,,,,
32393,,,,,,,,,19.6096,19.6096,17.644413,,,,
32394,,,,,,,,,18.688904,,,,,,
32395,,,,,,,16.333844,15.403396,17.531788,15.258515,18.951285,17.396457,15.426443,,
32396,,,,,,,18.078315,18.726795,18.232783,,,,,,
32397,,,,,,17.81192,38.033261,35.608272,36.838597,35.624329,37.771359,18.44496,14.251969,,
32398,,,,,,,,17.844033,20.068169,,,,,,
32399,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
32400,,,,,,20.701906,72.643427,75.178961,73.950616,54.46484,,,,,
32401,,,,,,,,0.0,0.0,0.0,0.0,,,,
32402,,,,,,18.084589,51.476661,36.334706,38.175766,18.527457,,,,,
32403,,,,,,,21.876991,19.829424,,18.158737,,,,,
32404,,,,,,0.0,0.0,0.0,,,,,,,
32405,,,,,,0.0,18.544154,38.970976,19.539401,,,,,,
32406,,,,,,,,,,,,,0.0,,
32407,,,,,,19.320512,19.320512,17.731022,17.392563,34.449868,13.903358,,,,
32409,,,,,,,0.0,0.0,19.782306,0.0,,,,,
32410,,,,,,21.326604,20.912293,21.622126,64.017726,55.832207,59.801361,37.207171,20.530371,,
32412,,,,,,,18.739056,18.065755,18.229306,18.158639,20.299254,18.803778,,,
32413,,,,,,,,,,17.674707,0.0,,,,
32414,,,,,,,,,,21.61085,,,,,
32415,,,,,,,,,0.0,0.0,0.0,0.0,,,
32416,,,,,,19.732371,20.536522,17.738603,,,,,,,
32417,,,,,,,,0.0,,,,,,,
32418,,,,,,,58.199152,56.526477,59.004618,57.814205,20.670869,,,,
32419,,,,,,0.0,43.582167,,,,,,,,
32420,,,,,,,20.218287,20.391296,20.443896,20.481696,20.168629,,,,
32421,,,,,,,,,16.679017,,,,,,
32422,,,,,,0.0,39.083183,61.854437,41.159305,37.02339,,,,,
32423,,,,,,,0.0,0.0,0.0,,,,,,
32424,,,,,,,19.845206,18.350812,0.0,20.379788,19.778006,19.823893,,,
32425,,,,,,18.534996,18.602651,,,,,,,,
32426,,,,,,,,20.928236,21.428163,21.067747,41.29174,38.631511,18.650689,,
32427,,,,,,,,,39.637264,,,,,,
32428,,,,,,,,,,78.842027,,,,,
32429,,,,,,19.80817,128.521112,128.244081,130.312176,130.384732,73.155961,,,,
32431,,,,,,0.0,69.265826,115.452526,97.640169,,,,,,
32432,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
32433,,,,,,18.802092,19.47533,18.476179,18.420139,19.063746,,,,,
32434,,,,,,,38.668088,39.869142,40.080238,,,,,,
32435,,,,,,22.000196,17.214713,39.35691,20.406777,20.653314,40.893137,,,,
32436,,,,,,15.828954,0.0,18.382116,0.0,17.808674,,,,,
32437,,,,,,0.0,40.754051,19.564285,59.49815,81.494224,101.119532,20.547237,,,
32438,,,,,,,20.93177,20.89862,0.0,,,,,,
32439,,,,,,,22.115632,22.22785,20.749205,21.753333,21.905524,20.918039,22.302358,,
32440,,,,,,,61.853716,62.369811,62.094986,21.334922,,,,,
32441,,,,,,14.44981,20.409551,40.824493,20.669187,,,,,,
32442,,,,,,40.043314,61.760041,103.457158,82.671695,105.120535,,,,,
32443,,,,,,,,,,43.479898,20.669767,0.0,,,
32444,,,,,,,34.317457,34.386486,33.785029,,,,,,
32445,,,,,,,56.693007,73.732042,83.214117,76.488296,39.697767,,,,
32446,,,,,,,15.817686,15.800218,15.847909,,,,,,
32447,,,,,,40.006084,59.107836,58.43359,58.782895,57.471009,59.671722,,,,
32448,,,,,,20.846739,0.0,,,,,,,,
32449,,,,,,,0.0,0.0,22.021267,41.401963,41.470638,41.497073,0.0,,
32450,,,,,,,18.439904,0.0,19.073983,56.659795,62.485004,78.110158,,,
32451,,,,,,17.66526,33.847894,34.744655,35.957548,36.174168,18.370564,,,,
32452,,,,,,0.0,17.244893,18.720325,16.95272,16.684009,18.63452,,,,
32453,,,,,,0.0,0.0,0.0,0.0,20.715206,20.670996,,,,
32454,,,,,,,,,0.0,,35.996538,,,,
32455,,,,,,,,,0.0,,,,,,
32456,,,,,,,,21.138191,0.0,0.0,,,,,
32457,,,,,,,,,,,0.0,0.0,0.0,,
32458,,,,,,,,,0.0,0.0,0.0,,,,
32459,,,,,,,20.468892,20.337804,18.74821,20.086774,39.827848,,,,
32460,,,,,,,34.228641,34.353385,17.024862,,,,,,
32461,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
32462,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
32463,,,,,,,0.0,0.0,0.0,18.623489,,,,,
32464,,,,,,,35.375157,,85.298711,,,,,,
32466,,,,,,,17.82456,17.611522,17.611522,18.811181,19.296863,0.0,,,
32467,,,,,,,0.0,0.0,0.0,18.710742,81.778371,36.202541,,,
32468,,,,,,,,22.994582,19.382123,19.382123,19.382123,19.881433,,,
32469,,,,,,,,,0.0,0.0,0.0,,,,
32470,,,,,,19.515189,19.497124,18.748156,20.015243,,,,,,
32471,,,,,,20.370691,39.436725,39.684919,35.826277,37.738509,,,,,
32473,,,,,,,,37.999068,38.227329,80.401746,80.049648,35.198458,,,
32476,,,,,,17.985028,76.185744,75.259839,56.034799,,,,,,
32477,,,,,,0.0,61.801481,62.189857,59.807836,,,,,,
32478,,,,,,39.482345,60.427036,78.947542,81.190858,99.188271,61.336835,,,,
32479,,,,,,,17.17173,18.107069,14.851267,,0.0,0.0,,,
32480,,,,,,,35.072584,35.70784,54.721225,,,,,,
32481,,,,,,,19.178193,19.670071,19.060838,,,,,,
32482,,,,,,17.452071,19.151249,18.153652,,,,,,,
32483,,,,,,0.0,0.0,0.0,,,,,,,
32484,,,,,,,,,15.914338,,,,,,
32485,,,,,,,17.554396,20.645948,,,,,,,
32486,,,,,,,,,,,0.0,0.0,0.0,,
32487,,,,,,15.366101,,20.113482,,19.340166,18.568879,0.0,18.666976,,
32488,,,,,,,97.36787,97.69683,78.80046,39.730292,,,,,
32489,,,,,,,,,,,,20.349707,,,
32490,,,,,,,22.014777,22.027582,21.621318,22.051364,,,,,
32491,,,,,,,20.030895,20.226994,41.957194,,,,,,
32492,,,,,,,19.580732,20.489184,19.986746,20.12485,20.283157,,,,
32493,,,,,,,18.193165,18.551378,19.730673,,,56.190758,19.197078,,
32494,,,,,,18.448964,19.52543,19.604349,,,,,,,
32495,,,,,,,15.057944,15.114815,15.185298,,,,,,
32496,,,,,,19.971271,61.209983,58.259501,,,,,,,
32497,,,,,,,0.0,0.0,0.0,0.0,18.331373,18.818941,,,
32498,,,,,,,18.483661,59.741186,59.834055,56.546491,0.0,,,,
32499,,,,,,18.821154,19.971271,40.277798,19.971271,,,,,,
32500,,,,,,,,19.248365,40.334456,,,,,,
32501,,,,,,,,,0.0,0.0,,,,,
32502,,,,,,,,21.007582,20.214352,,,,,,
